query,name,site,subtypes,category,phone,full_address,city,rating,reviews_link,photos_count,photo,about,description,place_id,email_1,email_1_full_name,email_1_title,email_2,email_2_full_name,email_2_title,email_3,email_3_full_name,email_3_title,phone_1,phone_2,phone_3,facebook,instagram,linkedin,twitter,website_title,website_description,website_keywords
"Cabin rentals with bunk beds, 94904, California, USA",Steelhead Cottages,http://www.steelheadcottages.com/,"Cabin rental agency, Hotel, Fishing camp",hotels,+1 530-623-6325,"31221 CA-299, Big Bar, CA 96010",Big Bar,4.5,"https://search.google.com/local/reviews?placeid=ChIJ0S24ZKm201QR3ysSMOEZXqY&q=Cabin+rentals+with+bunk+beds,+94904,+California,+USA&authuser=0&hl=en&gl=US",30.0,https://lh5.googleusercontent.com/p/AF1QipMWraNKeEbaIdy57O69zSPtlvsm5nHt5fePGRgD=w800-h500-k-no,"{""Other"": {""Star rating"": null, ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""3:00 PM""}}",,ChIJ0S24ZKm201QR3ysSMOEZXqY,steelheadcottagesinfo@gmail.com,,,a.bouhuolia@gmail.com,,,,,,5306236325,,,https://www.facebook.com/Steelhead-Cottages-184237581925740/,,,https://platform.twitter.com/widgets,Steelhead Cottages | Trinity River Cabin & Vacation Rentals in California,"Interested in a cabin or vacation near Eureka, CA? We have you covered at Steelhead Cottages! Book your Trinity River cabin rental online today!",
"Outdoor wedding venues with lodge, 94558, California, USA",Bann at Oak Knoll Napa Hotel,https://bannnapa.com/,Hotel,hotels,+1 707-266-8229,"2188 Oak Knoll Ave, Napa, CA 94558",Napa,4.9,"https://search.google.com/local/reviews?placeid=ChIJvb3tAgIBhYARei3OuKD_7IE&q=Outdoor+wedding+venues+with+lodge,+94558,+California,+USA&authuser=0&hl=en&gl=US",578.0,https://lh5.googleusercontent.com/p/AF1QipMexjXiAc_KNSx7iEz5715fRb3-7MjiHG113C2C=w800-h500-k-no,"{""Other"": {""Star rating"": null, ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""3:00 PM""}}",,ChIJvb3tAgIBhYARei3OuKD_7IE,stay@bannnapa.com,,,,,,,,,7072668229,,,https://www.facebook.com/bannoakknollnapa,https://www.instagram.com/bannoakknollnapa,,,Home - Bann at Oak Knoll Napa,,
"Mountain lodges with event space, 94019, California, USA",Mill Rose Inn,http://www.millroseinn.com/,Hotel,hotels,+1 650-726-8750,"615 Mill St, Half Moon Bay, CA 94019",Half Moon Bay,4.7,"https://search.google.com/local/reviews?placeid=ChIJK-UecrN0j4ARBpPZ-fiHWTU&q=Mountain+lodges+with+event+space,+94019,+California,+USA&authuser=0&hl=en&gl=US",471.0,https://lh3.googleusercontent.com/gps-proxy/AMy85WLctu_2NDnI9zRlXD-kH0xQcffxsc1Y38i6yJU1hinJ6kqCSOh-byYMJ3KTxuN-QEmgxFONl86NPn3G-52-raJiQ1YcQJUugqqDtweYEbnOAZuVx1_eQtgR18xojMQz57LxXpfD5w3hDlOselPEpDmp7eJR_IHix9yvs9pksFRGXlecN96eWNooxg=w800-h500-k-no,"{""Other"": {""Free parking"": true, ""Free breakfast"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Star rating"": ""3 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""3:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true, ""Free breakfast"": true}}",Upscale quarters in a refined B&B offering champagne breakfast & afternoon wine & cheese.,ChIJK-UecrN0j4ARBpPZ-fiHWTU,pd@millroseinn.com,pablo delpino,General Manager,gc@millroseinn.com,gregg clifton,Partner,lance.rushton@millroseinn.com,lance rushton,President,16507268750,,,https://www.facebook.com/millrose,https://www.instagram.com/millroseinn,,,Home | Mill Rose Inn,,"Half Moon Bay, Hotel, Bed and Breakfast, Inn, Half Moon Bay Hotel, Half Moon Bay Inn, Beach Hotel, Places to Stay in Half Moon Bay, Ritz Carlton Half Moon Bay, Mavericks Surf, Art and Pumpkin Festival, Main Street Half Moon Bay, Mezza Luna Half Moon Bay,"
"Outdoor wedding venues with lodge, 94937, California, USA",Dillon Beach Resort,https://www.dillonbeachresort.com/,"Event venue, Coffee shop, Resort hotel, Inn, Restaurant, Retreat center",hotels,+1 707-878-3030,"1 Beach Ave, Dillon Beach, CA 94929",Dillon Beach,4.6,"https://search.google.com/local/reviews?placeid=ChIJ__9PSF4shIAR3DjxDly_Z84&q=Outdoor+wedding+venues+with+lodge,+94937,+California,+USA&authuser=0&hl=en&gl=US",2555.0,https://lh3.googleusercontent.com/gps-proxy/AMy85WIcIrJ4CL0muv-WH3tqIgjKOZsPFTvwNHkY4Ssbaf_bjby-9ksPZ-z4Bwl0kEL-8auE-EvLWdnhhCRnBhid7jc6LVIGJPMX0vFkI8VKo6ewldcWyejU1DCKK9reZJsDUVb0-0PPiHnUCWFVVd8XZIFU8TMLdWcO4kslXYiVXuaua9HH_Q9Dqi6x=w800-h500-k-no,"{""Other"": {""Beach access"": true, ""Wi-Fi"": true, ""Parking"": true, ""Kitchen"": true, ""Star rating"": null, ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""4:00 PM""}}",,ChIJ__9PSF4shIAR3DjxDly_Z84,stay@dillonbeachresort.com,,,info@dillonbeachresort.com,,,media@dillonbeachresort.com,,,7078783030,17078783030,,https://www.facebook.com/dillonbeachresort/,http://www.instagram.com/dillonbeachresort,,,Dillon Beach Resort,,
"Cabin rentals with bunk beds, 95687, California, USA",The Yubaverse,https://www.yubaverse.com/,Resort hotel,hotels,+1 650-843-9822,"100 Lure Brg, Downieville, CA 95936",Downieville,5.0,"https://search.google.com/local/reviews?placeid=ChIJ-bYOc1J9nIARzjdZgMVS8ZQ&q=Cabin+rentals+with+bunk+beds,+95687,+California,+USA&authuser=0&hl=en&gl=US",5.0,https://lh5.googleusercontent.com/p/AF1QipMWKVvFiT-BrzX0k8N0744nahXGiQB2LuzUS26Z=w800-h500-k-no,{},,ChIJ-bYOc1J9nIARzjdZgMVS8ZQ,info@theyubaverse.com,,,,,,,,,6506508439822,,,,https://instagram.com/yubaverse,,,Home - Welcome to the Yubaverse,"A Lost Sierra Adventure Destination. More than just “a nice place to stay”. The Yubaverse is a basecamp for adventures and outdoor play, a place to gather for community happenings, and a hub for everyone with the desire to get outside and explore together.",
"Cabin rentals with bunk beds, 94901, California, USA",Flying Flags RV Resort & Campground,https://flyingflags.com/,"Resort hotel, Campground, RV park",hotels,+1 805-688-3716,"180 Ave of Flags, Buellton, CA 93427",Buellton,4.5,"https://search.google.com/local/reviews?placeid=ChIJuTUsqRyr7oAR3J8mJgyej1s&q=Cabin+rentals+with+bunk+beds,+94901,+California,+USA&authuser=0&hl=en&gl=US",3087.0,https://lh5.googleusercontent.com/p/AF1QipNbYwdUiRInstxUieL4eDRh1heffDbYsow5Qrcs=w800-h500-k-no,"{""Other"": {""Pool"": true, ""Free parking"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Star rating"": ""3 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""12:30 PM""}, ""Amenities"": {""Free Wi-Fi"": true}}","Modern stand-alone cabins & cottages with free WiFi & private decks, plus a pool & a casino shuttle.",ChIJuTUsqRyr7oAR3J8mJgyej1s,info@flyingflags.com,,,support@flyingflags.com,,,d.baumann@flyingflags.com,Dan Baumann,,8777835247,8056883716,,https://www.facebook.com/FlyingFlagsRVResort/,https://www.instagram.com/flyingflags_buellton,https://www.linkedin.com/company/flying-flags-rv-resort-,,Home - Flying Flags,,
"Mountain lodges with event space, 95452, California, USA",Kenwood Inn & Spa,https://www.kenwoodinn.com/,Hotel,hotels,+1 707-833-1293,"10400 Sonoma Hwy, Kenwood, CA 95452",Kenwood,4.6,"https://search.google.com/local/reviews?placeid=ChIJ7cHeLPRNhIARlDqX65ug3mo&q=Mountain+lodges+with+event+space,+95452,+California,+USA&authuser=0&hl=en&gl=US",1690.0,https://lh5.googleusercontent.com/p/AF1QipMCkwzEYOcFzYg9tDdyD7DsGGnFpH8Flr8l6zCJ=w800-h500-k-no,"{""Other"": {""Pool"": true, ""Spa"": true, ""Free parking"": true, ""Free breakfast"": true, ""Star rating"": ""4 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""4:00 PM"", ""LGBTQ+ friendly"": true}, ""Amenities"": {""Free Wi-Fi"": true, ""Free breakfast"": true}}",Elegant rooms with fireplaces in a Mediterranean-style hotel with a spa & a wine bar.,ChIJ7cHeLPRNhIARlDqX65ug3mo,terry@kenwoodinn.com,Terry Grimm,Owner,mpage@kenwoodinn.com,michelle page,Controller,aonion@kenwoodinn.com,amanda onion,Managing Editor,,,,,,http://www.linkedin.com/company/4235631,,Kenwood Luxury B&B - Kenwood Inn & Spa - Sonoma Valley Boutique Hotels,"Offering unique Mediterranean-inspired luxuries, Kenwood Inn is a boutique hotel located in the heart of Sonoma Wine Country.",
"Cabin rentals with bunk beds, 95033, California, USA",The Camp at Carmel Valley,http://campcarmelvalley.com/,"Hotel, Campground, Camping cabin, Event venue, Outdoor activity organiser, Retreat center, Wedding venue",hotels,+1 831-659-2761,"33200 E Carmel Valley Rd, Carmel Valley, CA 93924",Carmel Valley,4.9,"https://search.google.com/local/reviews?placeid=ChIJCyTChS2LjYARQkpqG8Zbclc&q=Cabin+rentals+with+bunk+beds,+95033,+California,+USA&authuser=0&hl=en&gl=US",174.0,https://lh5.googleusercontent.com/p/AF1QipOaaRF4thK3ZEIkaJhchRpt0mSNy5kb9jninGiA=w800-h500-k-no,"{""Other"": {""Pool"": true, ""Free parking"": true, ""Free Wi-Fi"": true, ""Wi-Fi"": true, ""Star rating"": null, ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""3:00 PM"", ""Identifies as women-owned"": true}, ""Amenities"": {""Free Wi-Fi"": true}}",,ChIJCyTChS2LjYARQkpqG8Zbclc,sales@campcarmelvalley.com,,,wildrootsfit@gmail.com,,,,,,8316592761,18316592761,,https://www.facebook.com/CampCarmelValley/,https://www.instagram.com/thecampatcarmelvalley,,,"The Camp at Carmel Valley, California - Corporate Group Venue","Available for individuals, corporate groups and social retreats, The Camp takes you back to the camaraderie of camping you know and love.",
"Outdoor wedding venues with lodge, 94022, California, USA",Residence Inn by Marriott Redwood City San Carlos,https://www.marriott.com/en-us/hotels/sfolo-residence-inn-redwood-city-san-carlos/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"Wedding venue, Meeting planning service, Hotel",hotels,+1 650-637-5500,"800 E San Carlos Ave, San Carlos, CA 94070",San Carlos,4.6,"https://search.google.com/local/reviews?placeid=ChIJEys14gWij4ARNAQY95z_QCs&q=Outdoor+wedding+venues+with+lodge,+94022,+California,+USA&authuser=0&hl=en&gl=US",818.0,https://lh3.googleusercontent.com/gps-proxy/AMy85WKiH6XWpCxQevwg34A32fY-N9oTgaEyFIt1TiEBq6Zqol4oSUwcUSTqrYp9RO-Eow3ayj3eTlavvmCT9MfYmUGwbKcOQuf70cRFS4tpF61FVkAmafKCaD3MvfFvPz6oDC1zr9_Ok2zpDL1X790Wf5O0NsKeDirSyFJFGqKTuqrzu6o1QzyRxJfKKQ=w800-h500-k-no,"{""Other"": {""Pool"": true, ""Free breakfast"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Star rating"": ""3 stars"", ""Check-out time"": ""12:00 PM"", ""Check-in time"": ""4:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true, ""Free breakfast"": true}}","Simple accommodations in a casual hotel offering complimentary breakfast, an outdoor pool & parking.",ChIJEys14gWij4ARNAQY95z_QCs,diana.zhao@marriott.com,diana zhao,Director,helen.zhu@marriott.com,helen zhu,Director,ray.knokey@marriott.com,ray knokey,Vice President Of Sales,,1,27,https://www.facebook.com/sheratonriyadhhotel,https://www.instagram.com/marriottbonvoy,https://www.linkedin.com/company/marriott-international,https://twitter.com/marriottbonvoy,Hotels near Mercedes-Benz Stadium | AC Hotel Atlanta Downtown,"Book your stay at AC Hotel Atlanta Downtown. Our hotel near Mercedes-Benz Stadium offers sleek guest rooms, on-site dining, fitness facilities, & event venues.",Marriott
"Mountain lodges with event space, 94573, California, USA",Meadowlark Country House & Resort,https://www.meadowlarkinn.com/,"Hotel, Bed & breakfast, Inn, Resort hotel, Swimming pool",hotels,+1 707-942-5651,"601 Petrified Forest Rd, Calistoga, CA 94515",Calistoga,4.9,"https://search.google.com/local/reviews?placeid=ChIJDd9H2blDhIARuDpWBfQQov4&q=Mountain+lodges+with+event+space,+94573,+California,+USA&authuser=0&hl=en&gl=US",147.0,https://lh5.googleusercontent.com/p/AF1QipPlnifW1CM_6ATeeJHgCnf-I8gR4oaThu-IbxQ2=w800-h500-k-no,"{""Other"": {""Star rating"": null, ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""4:00 PM"", ""LGBTQ+ friendly"": true}, ""Amenities"": {""Free Wi-Fi"": true, ""Free breakfast"": true}}","Refined country inn with luxe quarters, free breakfast & a clothing-optional 24-hour pool & spa.",ChIJDd9H2blDhIARuDpWBfQQov4,kurtstevens@meadowlarkinn.com,Kurt Stevens,Owner,jgoffney@meadowlarkinn.com,jim goffney,Director - Operations,asoares@meadowlarkinn.com,arlene soares,"Vice President, Marketing Programs",,,,,http://www.instagram.com/meadowlarkcountryhouse,,,"Welcome to the Meadowlark Country House and Resort in Napa Valley, CA | (707) 942-5651","Meadowlark Country House and Resort is set on a 20 acre estate and features 9 wonderful accommodations ranging from cozy rooms, spacious suites, and even a large house by our heated mineral water pool.","Napa Valley Lodging,Northern California Lodging,Napa Valley Accommodations,Mineral Water Pool,Napa Valley Lodging,Napa Valley Bed and Breakfast,Napa Valley Hotel,Wine Country Hotel,Napa Valley Estate,Napa Valley Resort,Wine Country Resort,Sonoma Hotel,Napa Valley B&B,Sonoma Resort,California Resort,Wine Country Hotel,Calistoga Resort,St. Helena Resort, Gay Owned, LGTBQ Friendly, Naturist Friendly"
"Mountain lodges with event space, 94573, California, USA",Rocktop Lodge,http://www.rocktoplodge.com/,"Resort hotel, Lodging",hotels,,"12422 Westside Rd, Forestville, CA 95436",Forestville,5.0,"https://search.google.com/local/reviews?placeid=ChIJN60x-EsjhIARv6MT-1_bWwM&q=Mountain+lodges+with+event+space,+94573,+California,+USA&authuser=0&hl=en&gl=US",25.0,https://lh5.googleusercontent.com/p/AF1QipN3mNDkS59ouYIix3DgmbDLtjPblnIPej05MREW=w800-h500-k-no,"{""Other"": {""Pool"": true, ""Free parking"": true, ""Free Wi-Fi"": true, ""Wi-Fi"": true, ""Star rating"": null, ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""4:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true}}",,ChIJN60x-EsjhIARv6MT-1_bWwM,,,,,,,,,,,,,,,,,"Rocktop Lodge | Russian River Vacation House | Rocktop Lodge, Westside Road, Forestville, CA, USA","With an enchanting mix of historic, rustic and luxe, Rocktop Lodge is a beautifully unique and authentic high-end river getaway—making it the perfect vacation house on the Russian River. The property features a private pool, redwood hot tub, game area, BBQ, tiki hut, gas firepit, outdoor dining, river access and privacy. The stunning interiors have been updated to keep the whole group comfortable, while retaining the spirit of the speakeasy-style heyday of the Russian River.",
"Mountain lodges with event space, 94060, California, USA",Hotel Strata,https://www.hotelstrata.com/?utm_source=google,"Hotel, Serviced accommodation",hotels,+1 650-967-6957,"93 W El Camino Real, Mountain View, CA 94040",Mountain View,4.7,"https://search.google.com/local/reviews?placeid=ChIJPZijrym3j4ARuNJ-3cD5R54&q=Mountain+lodges+with+event+space,+94060,+California,+USA&authuser=0&hl=en&gl=US",1225.0,https://lh5.googleusercontent.com/p/AF1QipNiAd_1xHSa0T_ZxP3a-7D4QFDOAvmHKMtazTm6=w800-h500-k-no,"{""Other"": {""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Wi-Fi"": true, ""Parking"": true, ""Star rating"": ""3 stars"", ""Check-out time"": ""12:00 AM"", ""Check-in time"": ""12:00 AM"", ""LGBTQ+ friendly"": true}, ""Amenities"": {""Free Wi-Fi"": true}}","Warm, streamlined rooms, plus free breakfast, Wi-Fi & weekday local shuttle service.",ChIJPZijrym3j4ARuNJ-3cD5R54,dilip@hotelstrata.com,Dilip Patel,Owner And General Manager,reservations@hotelstrata.com,,,g_javier69@yahoo.com,Gladys Javier,Assistant Manager,,,,https://www.facebook.com/pages/Hotel-Strata-Mountain-View/168532013190450,,,,Boutique Mountain View Hotel Near San Francisco | Hotel Strata,"An intimate boutique hotel in Mountain View with 58 rooms and suites, Wi-Fi, and a prime Silicon Valley location near San Francisco and the Santa Cruz Mountains.",
"Outdoor wedding venues with lodge, 95476, California, USA",El Dorado Hotel,https://eldoradosonoma.com/?utm_source=Google,"Hotel, Resort hotel",hotels,+1 707-996-3030,"405 1st St W, Sonoma, CA 95476",Sonoma,4.6,"https://search.google.com/local/reviews?placeid=ChIJR00HJh2shYARlkbM1ebOAuk&q=Outdoor+wedding+venues+with+lodge,+95476,+California,+USA&authuser=0&hl=en&gl=US",769.0,https://lh3.googleusercontent.com/gps-proxy/AMy85WJPtDskrc3-R83gqh-skmXZXFrKRJqaobXK2iTVg-LzAm_f78ytS3SdFilkuY5ZKxYNmk_O_RVyRDoac4vuHIl3qleC5OTaw6Pb6poNmp7Jc_KaG97z1u83YWFjvlyg1BhIOw7mPw4qb9oaOGJt5lBV1OaHl09lmZAX-S75m_oZfcS2mKYX_3V4=w800-h500-k-no,"{""Other"": {""Pool"": true, ""Free parking"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Star rating"": ""3 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""3:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true}}","Breezy rooms with free Wi-Fi in an 1840s building with a wine bar, a restaurant & a saltwater pool.",ChIJR00HJh2shYARlkbM1ebOAuk,info@eldoradosonoma.com,Anthony Momda,Owner,bmontanez@eldoradosonoma.com,Brain,Hotel General Manager,brian@eldoradosonoma.com,brian montanez,Hotel General Manager,7079963030,7079316022,,https://www.facebook.com/eldoradosonoma/,https://www.instagram.com/eldoradosonoma,http://www.linkedin.com/company/818843,http://www.twitter.com/eldoradosonoma/,Sonoma Restaurants - Sonoma Square Restaurants | El Dorado Kitchen,"There's no better dining experience in Sonoma Wine Country than El Dorado Kitchen, one of the top-reviewed Sonoma restaurants.",
"Mountain lodges with event space, 95448, California, USA",Madrona Manor,https://themadronahotel.com/,"Hotel, Resort hotel, Wedding venue",hotels,+1 707-395-6700,"1001 Westside Rd, Healdsburg, CA 95448",Healdsburg,4.6,"https://search.google.com/local/reviews?placeid=ChIJO1ENF04XhIARe11xVaJlpjE&q=Mountain+lodges+with+event+space,+95448,+California,+USA&authuser=0&hl=en&gl=US",791.0,https://lh3.googleusercontent.com/gps-proxy/AMy85WJ5Cwv4_pH0mkoqE2cpoDHN5mrkCNLP7OLMKvdnN7RSDdVrNY75A-480Yl3Z-Ma5_2krjst_13U2Cx02IJ4th8i4tWdQ8qltLBsgFBEugFcWeIwxUE1jrDz4UW_skJEBEk-_-j8cBwQQCDCXRM0OhvdklpFUAdEOio_TfzjRp71riDJUPmSDNj7Qg=w800-h500-k-no,"{""Other"": {""Pool"": true, ""Free parking"": true, ""Free breakfast"": true, ""Free Wi-Fi"": true, ""Star rating"": ""4 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""3:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true, ""Free breakfast"": true}}","Plush lodging in a Second Empire manor with an outdoor pool, an acclaimed restaurant & a chic bar.",ChIJO1ENF04XhIARe11xVaJlpjE,concierge@themadronahotel.com,,,reservations@themadronahotel.com,,,ljoule@themadronahotel.com,,,707.395.6700,,,,https://www.instagram.com/themadrona,,,"The Madrona | Boutique Hotel in Healdsburg, CA","Located in the Sonoma Valley town of Healdsburg, The Madrona features an award winning restaurant and breathtaking views of California's Wine Country.",
"Mountain lodges with event space, 94573, California, USA",Cottage Inn & Spa,https://cottageinnandspa.com/,Hotel,hotels,+1 707-996-0719,"310 1st St E, Sonoma, CA 95476",Sonoma,4.8,"https://search.google.com/local/reviews?placeid=ChIJGVttAwOshYARCUYYpNGSz5M&q=Mountain+lodges+with+event+space,+94573,+California,+USA&authuser=0&hl=en&gl=US",133.0,https://lh3.googleusercontent.com/gps-proxy/AMy85WJK_3bdSsSuyEcwlWaFrMF8JII-gAzMkUOTW5y6dnBjpswMbnrKH_VOmTdIfUgvbESCimmRtC_7YBJReZgvOazMX7xMuqfCkfKGYvpFerWcwKj3zOCKPJkd2R5wWHIVnX2UL7f2I2KwhnzCyPAHRK6LWKmSZkdiw3kr5GEITRpEaGpQNCi1d44t=w800-h500-k-no,"{""Other"": {""Star rating"": null, ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""4:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true, ""Free breakfast"": true}}","Polished suites & a cottage, plus complimentary in-room breakfast, Wi-Fi & wine passes.",ChIJGVttAwOshYARCUYYpNGSz5M,info@cottageinnandspa.com,,,,,,,,,17079960719,7079960719,,https://www.facebook.com/cottageinnspa/,https://www.instagram.com/cottageinnspa,,,The Cottage Inn + Spa,,
"Cabin rentals with bunk beds, 95033, California, USA",Limantour Lodge,https://www.limantourlodge.com/,Hotel,hotels,+1 415-663-8811,"1390 Limantour Spit Rd, Point Reyes Station, CA 94956",Point Reyes Station,4.8,"https://search.google.com/local/reviews?placeid=ChIJge_JuXLFhYAR3Dce5q3Ga78&q=Cabin+rentals+with+bunk+beds,+95033,+California,+USA&authuser=0&hl=en&gl=US",63.0,https://lh5.googleusercontent.com/p/AF1QipOq0XQeTFoCazVY5fWCLFXGzptjCRWQUXsHeB5s=w800-h500-k-no,"{""Other"": {""Free parking"": true, ""Free Wi-Fi"": true, ""Wi-Fi"": true, ""Star rating"": null, ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""4:00 PM""}, ""Amenities"": {""Free Wi-Fi"": true}}",,ChIJge_JuXLFhYAR3Dce5q3Ga78,info@limantourlodge.com,,,,,,,,,,,,,,,,Limantour Lodge at Point Reyes National Seashore,,
"Outdoor wedding venues with lodge, 94558, California, USA",The Westin Verasa Napa,https://www.marriott.com/en-us/hotels/sfonw-the-westin-verasa-napa/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"Wedding venue, Meeting planning service, Hotel",hotels,+1 707-257-1800,"1314 McKinstry St, Napa, CA 94559",Napa,4.5,"https://search.google.com/local/reviews?placeid=ChIJcYZ2TGEGhYARuK7XfhXCL1U&q=Outdoor+wedding+venues+with+lodge,+94558,+California,+USA&authuser=0&hl=en&gl=US",1622.0,https://lh5.googleusercontent.com/p/AF1QipM9Qu4SOMEK7GKETkUGQIp6GbQjeAY2HrnmVIqO=w800-h500-k-no,"{""Other"": {""Pool"": true, ""Free parking"": true, ""Free Wi-Fi"": true, ""Air-conditioned"": true, ""Star rating"": ""4 stars"", ""Check-out time"": ""11:00 AM"", ""Check-in time"": ""4:00 PM"", ""LGBTQ+ friendly"": true}, ""Amenities"": {""Free Wi-Fi"": true}}","Refined property with elegant dining, a fitness center & an outdoor saltwater pool.",ChIJcYZ2TGEGhYARuK7XfhXCL1U,diana.zhao@marriott.com,diana zhao,Director,helen.zhu@marriott.com,helen zhu,Director,ray.knokey@marriott.com,ray knokey,Vice President Of Sales,,1,27,https://www.facebook.com/sheratonriyadhhotel,https://www.instagram.com/marriottbonvoy,https://www.linkedin.com/company/marriott-international,https://twitter.com/marriottbonvoy,Hotels near Mercedes-Benz Stadium | AC Hotel Atlanta Downtown,"Book your stay at AC Hotel Atlanta Downtown. Our hotel near Mercedes-Benz Stadium offers sleek guest rooms, on-site dining, fitness facilities, & event venues.",Marriott
